# f, o1, x1, o2, x2, o3, x3, o4, x4
6.1712e+01 0.0000e+00 0.0000e+00 7.6515e-05 1.6991e-05 5.2673e-09 1.8063e-09 1.8047e+01 5.2716e+00
6.1802e+01 0.0000e+00 0.0000e+00 7.3800e-05 1.6394e-05 5.0817e-09 1.7433e-09 1.7745e+01 5.1705e+00
6.1892e+01 0.0000e+00 0.0000e+00 7.1182e-05 1.5819e-05 4.9028e-09 1.6825e-09 1.7446e+01 5.0712e+00
6.1982e+01 0.0000e+00 0.0000e+00 6.8659e-05 1.5264e-05 4.7304e-09 1.6239e-09 1.7152e+01 4.9739e+00
6.2072e+01 0.0000e+00 0.0000e+00 6.6226e-05 1.4728e-05 4.5641e-09 1.5673e-09 1.6861e+01 4.8783e+00
6.2162e+01 0.0000e+00 0.0000e+00 6.3881e-05 1.4212e-05 4.4038e-09 1.5128e-09 1.6574e+01 4.7845e+00
6.2252e+01 0.0000e+00 0.0000e+00 6.1620e-05 1.3714e-05 4.2493e-09 1.4602e-09 1.6290e+01 4.6925e+00
6.2342e+01 0.0000e+00 0.0000e+00 5.9440e-05 1.3234e-05 4.1003e-09 1.4095e-09 1.6011e+01 4.6022e+00
6.2432e+01 0.0000e+00 0.0000e+00 5.7339e-05 1.2771e-05 3.9566e-09 1.3605e-09 1.5735e+01 4.5136e+00
6.2523e+01 0.0000e+00 0.0000e+00 5.5313e-05 1.2324e-05 3.8181e-09 1.3133e-09 1.5463e+01 4.4267e+00
6.2613e+01 0.0000e+00 0.0000e+00 5.3359e-05 1.1894e-05 3.6846e-09 1.2678e-09 1.5195e+01 4.3415e+00
6.2703e+01 0.0000e+00 0.0000e+00 5.1476e-05 1.1478e-05 3.5558e-09 1.2239e-09 1.4930e+01 4.2578e+00
6.2793e+01 0.0000e+00 0.0000e+00 4.9660e-05 1.1077e-05 3.4316e-09 1.1816e-09 1.4669e+01 4.1757e+00
6.2883e+01 0.0000e+00 0.0000e+00 4.7909e-05 1.0691e-05 3.3118e-09 1.1407e-09 1.4412e+01 4.0952e+00
6.2973e+01 0.0000e+00 0.0000e+00 4.6220e-05 1.0318e-05 3.1963e-09 1.1013e-09 1.4159e+01 4.0162e+00
6.3063e+01 0.0000e+00 0.0000e+00 4.4592e-05 9.9578e-06 3.0849e-09 1.0633e-09 1.3909e+01 3.9387e+00
6.3153e+01 0.0000e+00 0.0000e+00 4.3022e-05 9.6108e-06 2.9775e-09 1.0266e-09 1.3663e+01 3.8627e+00
6.3243e+01 0.0000e+00 0.0000e+00 4.1508e-05 9.2760e-06 2.8739e-09 9.9119e-10 1.3421e+01 3.7881e+00
6.3333e+01 0.0000e+00 0.0000e+00 4.0049e-05 8.9531e-06 2.7740e-09 9.5705e-10 1.3182e+01 3.7150e+00
6.3423e+01 0.0000e+00 0.0000e+00 3.8641e-05 8.6416e-06 2.6776e-09 9.2411e-10 1.2947e+01 3.6432e+00
6.3514e+01 0.0000e+00 0.0000e+00 3.7284e-05 8.3410e-06 2.5847e-09 8.9232e-10 1.2715e+01 3.5729e+00
6.3604e+01 0.0000e+00 0.0000e+00 3.5974e-05 8.0511e-06 2.4950e-09 8.6166e-10 1.2487e+01 3.5038e+00
6.3694e+01 0.0000e+00 0.0000e+00 3.4712e-05 7.7714e-06 2.4086e-09 8.3207e-10 1.2263e+01 3.4361e+00
6.3784e+01 0.0000e+00 0.0000e+00 3.3494e-05 7.5015e-06 2.3251e-09 8.0351e-10 1.2042e+01 3.3697e+00
6.3874e+01 0.0000e+00 0.0000e+00 3.2320e-05 7.2411e-06 2.2447e-09 7.7597e-10 1.1825e+01 3.3046e+00
6.3964e+01 0.0000e+00 0.0000e+00 3.1188e-05 6.9899e-06 2.1671e-09 7.4938e-10 1.1611e+01 3.2408e+00
6.4054e+01 0.0000e+00 0.0000e+00 3.0096e-05 6.7476e-06 2.0922e-09 7.2372e-10 1.1400e+01 3.1781e+00
6.4144e+01 0.0000e+00 0.0000e+00 2.9042e-05 6.5137e-06 2.0199e-09 6.9896e-10 1.1193e+01 3.1167e+00
6.4234e+01 0.0000e+00 0.0000e+00 2.8026e-05 6.2881e-06 1.9503e-09 6.7507e-10 1.0989e+01 3.0564e+00
6.4324e+01 0.0000e+00 0.0000e+00 2.7046e-05 6.0704e-06 1.8830e-09 6.5200e-10 1.0789e+01 2.9974e+00
6.4414e+01 0.0000e+00 0.0000e+00 2.6101e-05 5.8604e-06 1.8182e-09 6.2975e-10 1.0592e+01 2.9394e+00
6.4505e+01 0.0000e+00 0.0000e+00 2.5189e-05 5.6577e-06 1.7556e-09 6.0827e-10 1.0398e+01 2.8826e+00
6.4595e+01 0.0000e+00 0.0000e+00 2.4310e-05 5.4621e-06 1.6952e-09 5.8754e-10 1.0207e+01 2.8269e+00
6.4685e+01 0.0000e+00 0.0000e+00 2.3462e-05 5.2734e-06 1.6369e-09 5.6752e-10 1.0019e+01 2.7722e+00
6.4775e+01 0.0000e+00 0.0000e+00 2.2644e-05 5.0913e-06 1.5807e-09 5.4821e-10 9.8351e+00 2.7186e+00
6.4865e+01 0.0000e+00 0.0000e+00 2.1854e-05 4.9156e-06 1.5265e-09 5.2957e-10 9.6538e+00 2.6661e+00
6.4955e+01 0.0000e+00 0.0000e+00 2.1093e-05 4.7460e-06 1.4741e-09 5.1157e-10 9.4756e+00 2.6146e+00
6.5045e+01 0.0000e+00 0.0000e+00 2.0359e-05 4.5824e-06 1.4236e-09 4.9420e-10 9.3004e+00 2.5640e+00
6.5135e+01 0.0000e+00 0.0000e+00 1.9650e-05 4.4244e-06 1.3749e-09 4.7743e-10 9.1282e+00 2.5145e+00
6.5225e+01 0.0000e+00 0.0000e+00 1.8967e-05 4.2720e-06 1.3278e-09 4.6125e-10 8.9590e+00 2.4659e+00
6.5315e+01 0.0000e+00 0.0000e+00 1.8307e-05 4.1250e-06 1.2824e-09 4.4562e-10 8.7927e+00 2.4183e+00
6.5405e+01 0.0000e+00 0.0000e+00 1.7671e-05 3.9830e-06 1.2386e-09 4.3054e-10 8.6293e+00 2.3715e+00
6.5495e+01 0.0000e+00 0.0000e+00 1.7057e-05 3.8460e-06 1.1963e-09 4.1597e-10 8.4687e+00 2.3257e+00
6.5586e+01 0.0000e+00 0.0000e+00 1.6465e-05 3.7138e-06 1.1555e-09 4.0191e-10 8.3109e+00 2.2808e+00
6.5676e+01 0.0000e+00 0.0000e+00 1.5894e-05 3.5862e-06 1.1161e-09 3.8833e-10 8.1559e+00 2.2368e+00
6.5766e+01 0.0000e+00 0.0000e+00 1.5343e-05 3.4631e-06 1.0781e-09 3.7522e-10 8.0036e+00 2.1936e+00
6.5856e+01 0.0000e+00 0.0000e+00 1.4811e-05 3.3442e-06 1.0414e-09 3.6257e-10 7.8540e+00 2.1513e+00
6.5946e+01 0.0000e+00 0.0000e+00 1.4298e-05 3.2295e-06 1.0060e-09 3.5035e-10 7.7070e+00 2.1097e+00
6.6036e+01 0.0000e+00 0.0000e+00 1.3803e-05 3.1187e-06 9.7183e-10 3.3855e-10 7.5626e+00 2.0690e+00
6.6126e+01 0.0000e+00 0.0000e+00 1.3325e-05 3.0118e-06 9.3883e-10 3.2715e-10 7.4208e+00 2.0291e+00
6.6216e+01 0.0000e+00 0.0000e+00 1.2865e-05 2.9087e-06 9.0697e-10 3.1616e-10 7.2816e+00 1.9900e+00
6.6306e+01 0.0000e+00 0.0000e+00 1.2420e-05 2.8091e-06 8.7622e-10 3.0553e-10 7.1448e+00 1.9516e+00
6.6396e+01 0.0000e+00 0.0000e+00 1.1991e-05 2.7129e-06 8.4653e-10 2.9527e-10 7.0105e+00 1.9140e+00
6.6486e+01 0.0000e+00 0.0000e+00 1.1577e-05 2.6201e-06 8.1786e-10 2.8536e-10 6.8786e+00 1.8771e+00
6.6577e+01 0.0000e+00 0.0000e+00 1.1177e-05 2.5306e-06 7.9019e-10 2.7579e-10 6.7491e+00 1.8409e+00
6.6667e+01 0.0000e+00 0.0000e+00 1.0792e-05 2.4441e-06 7.6348e-10 2.6655e-10 6.6220e+00 1.8055e+00
6.6757e+01 0.0000e+00 0.0000e+00 1.0419e-05 2.3606e-06 7.3769e-10 2.5763e-10 6.4971e+00 1.7707e+00
6.6847e+01 0.0000e+00 0.0000e+00 1.0060e-05 2.2800e-06 7.1279e-10 2.4901e-10 6.3745e+00 1.7366e+00
6.6937e+01 0.0000e+00 0.0000e+00 9.7138e-06 2.2022e-06 6.8874e-10 2.4069e-10 6.2542e+00 1.7032e+00
6.7027e+01 0.0000e+00 0.0000e+00 9.3794e-06 2.1271e-06 6.6553e-10 2.3264e-10 6.1361e+00 1.6704e+00
6.7117e+01 0.0000e+00 0.0000e+00 9.0566e-06 2.0546e-06 6.4310e-10 2.2488e-10 6.0201e+00 1.6383e+00
6.7207e+01 0.0000e+00 0.0000e+00 8.7451e-06 1.9846e-06 6.2146e-10 2.1738e-10 5.9062e+00 1.6067e+00
6.7297e+01 0.0000e+00 0.0000e+00 8.4445e-06 1.9170e-06 6.0056e-10 2.1012e-10 5.7945e+00 1.5759e+00
6.7387e+01 0.0000e+00 0.0000e+00 8.1544e-06 1.8518e-06 5.8037e-10 2.0313e-10 5.6848e+00 1.5456e+00
6.7477e+01 0.0000e+00 0.0000e+00 7.8744e-06 1.7888e-06 5.6088e-10 1.9637e-10 5.5771e+00 1.5159e+00
6.7568e+01 0.0000e+00 0.0000e+00 7.6041e-06 1.7280e-06 5.4206e-10 1.8983e-10 5.4714e+00 1.4867e+00
6.7658e+01 0.0000e+00 0.0000e+00 7.3432e-06 1.6692e-06 5.2388e-10 1.8352e-10 5.3677e+00 1.4582e+00
6.7748e+01 0.0000e+00 0.0000e+00 7.0914e-06 1.6125e-06 5.0632e-10 1.7743e-10 5.2659e+00 1.4302e+00
6.7838e+01 0.0000e+00 0.0000e+00 6.8484e-06 1.5578e-06 4.8937e-10 1.7154e-10 5.1660e+00 1.4028e+00
6.7928e+01 0.0000e+00 0.0000e+00 6.6138e-06 1.5049e-06 4.7299e-10 1.6585e-10 5.0680e+00 1.3759e+00
6.8018e+01 0.0000e+00 0.0000e+00 6.3874e-06 1.4539e-06 4.5717e-10 1.6035e-10 4.9718e+00 1.3495e+00
6.8108e+01 0.0000e+00 0.0000e+00 6.1688e-06 1.4046e-06 4.4190e-10 1.5504e-10 4.8773e+00 1.3236e+00
6.8198e+01 0.0000e+00 0.0000e+00 5.9578e-06 1.3570e-06 4.2715e-10 1.4991e-10 4.7847e+00 1.2982e+00
6.8288e+01 0.0000e+00 0.0000e+00 5.7541e-06 1.3110e-06 4.1289e-10 1.4495e-10 4.6938e+00 1.2734e+00
6.8378e+01 0.0000e+00 0.0000e+00 5.5575e-06 1.2666e-06 3.9913e-10 1.4016e-10 4.6046e+00 1.2490e+00
6.8468e+01 0.0000e+00 0.0000e+00 5.3677e-06 1.2238e-06 3.8582e-10 1.3553e-10 4.5170e+00 1.2251e+00
6.8559e+01 0.0000e+00 0.0000e+00 5.1845e-06 1.1824e-06 3.7298e-10 1.3106e-10 4.4312e+00 1.2016e+00
6.8649e+01 0.0000e+00 0.0000e+00 5.0076e-06 1.1424e-06 3.6057e-10 1.2674e-10 4.3469e+00 1.1786e+00
6.8739e+01 0.0000e+00 0.0000e+00 4.8369e-06 1.1038e-06 3.4858e-10 1.2256e-10 4.2642e+00 1.1561e+00
6.8829e+01 0.0000e+00 0.0000e+00 4.6720e-06 1.0665e-06 3.3700e-10 1.1852e-10 4.1831e+00 1.1340e+00
6.8919e+01 0.0000e+00 0.0000e+00 4.5128e-06 1.0305e-06 3.2581e-10 1.1462e-10 4.1035e+00 1.1123e+00
6.9009e+01 0.0000e+00 0.0000e+00 4.3592e-06 9.9576e-07 3.1501e-10 1.1085e-10 4.0254e+00 1.0911e+00
6.9099e+01 0.0000e+00 0.0000e+00 4.2108e-06 9.6218e-07 3.0456e-10 1.0721e-10 3.9488e+00 1.0703e+00
6.9189e+01 0.0000e+00 0.0000e+00 4.0676e-06 9.2975e-07 2.9447e-10 1.0369e-10 3.8736e+00 1.0498e+00
6.9279e+01 0.0000e+00 0.0000e+00 3.9293e-06 8.9842e-07 2.8472e-10 1.0029e-10 3.7999e+00 1.0298e+00
6.9369e+01 0.0000e+00 0.0000e+00 3.7958e-06 8.6817e-07 2.7531e-10 9.6996e-11 3.7276e+00 1.0102e+00
6.9459e+01 0.0000e+00 0.0000e+00 3.6669e-06 8.3895e-07 2.6620e-10 9.3818e-11 3.6566e+00 9.9092e-01
6.9550e+01 0.0000e+00 0.0000e+00 3.5424e-06 8.1072e-07 2.5741e-10 9.0749e-11 3.5870e+00 9.7205e-01
6.9640e+01 0.0000e+00 0.0000e+00 3.4222e-06 7.8346e-07 2.4891e-10 8.7780e-11 3.5187e+00 9.5353e-01
6.9730e+01 0.0000e+00 0.0000e+00 3.3061e-06 7.5713e-07 2.4070e-10 8.4905e-11 3.4517e+00 9.3538e-01
6.9820e+01 0.0000e+00 0.0000e+00 3.1940e-06 7.3170e-07 2.3277e-10 8.2132e-11 3.3860e+00 9.1758e-01
6.9910e+01 0.0000e+00 0.0000e+00 3.0858e-06 7.0713e-07 2.2510e-10 7.9455e-11 3.3216e+00 9.0013e-01
7.0000e+01 0.0000e+00 0.0000e+00 2.9813e-06 6.8340e-07 2.1770e-10 7.6856e-11 3.2583e+00 8.8302e-01
7.0090e+01 0.0000e+00 0.0000e+00 2.8804e-06 6.6047e-07 2.1053e-10 7.4354e-11 3.1963e+00 8.6624e-01
7.0180e+01 0.0000e+00 0.0000e+00 2.7830e-06 6.3833e-07 2.0361e-10 7.1932e-11 3.1355e+00 8.4978e-01
7.0270e+01 0.0000e+00 0.0000e+00 2.6889e-06 6.1693e-07 1.9692e-10 6.9591e-11 3.0758e+00 8.3365e-01
7.0360e+01 0.0000e+00 0.0000e+00 2.5980e-06 5.9627e-07 1.9046e-10 6.7323e-11 3.0173e+00 8.1782e-01
7.0450e+01 0.0000e+00 0.0000e+00 2.5102e-06 5.7631e-07 1.8422e-10 6.5137e-11 2.9598e+00 8.0231e-01
7.0541e+01 0.0000e+00 0.0000e+00 2.4255e-06 5.5702e-07 1.7817e-10 6.3018e-11 2.9035e+00 7.8710e-01
7.0631e+01 0.0000e+00 0.0000e+00 2.3436e-06 5.3839e-07 1.7234e-10 6.0973e-11 2.8483e+00 7.7218e-01
7.0721e+01 0.0000e+00 0.0000e+00 2.2645e-06 5.2039e-07 1.6670e-10 5.8995e-11 2.7941e+00 7.5755e-01
7.0811e+01 0.0000e+00 0.0000e+00 2.1882e-06 5.0300e-07 1.6125e-10 5.7077e-11 2.7410e+00 7.4320e-01
7.0901e+01 0.0000e+00 0.0000e+00 2.1145e-06 4.8620e-07 1.5598e-10 5.5235e-11 2.6888e+00 7.2914e-01
7.0991e+01 0.0000e+00 0.0000e+00 2.0432e-06 4.6997e-07 1.5088e-10 5.3444e-11 2.6377e+00 7.1534e-01
7.1081e+01 0.0000e+00 0.0000e+00 1.9744e-06 4.5428e-07 1.4596e-10 5.1714e-11 2.5876e+00 7.0181e-01
7.1171e+01 0.0000e+00 0.0000e+00 1.9080e-06 4.3913e-07 1.4119e-10 5.0044e-11 2.5384e+00 6.8855e-01
7.1261e+01 0.0000e+00 0.0000e+00 1.8438e-06 4.2449e-07 1.3659e-10 4.8428e-11 2.4901e+00 6.7554e-01
7.1351e+01 0.0000e+00 0.0000e+00 1.7818e-06 4.1035e-07 1.3215e-10 4.6864e-11 2.4428e+00 6.6278e-01
7.1441e+01 0.0000e+00 0.0000e+00 1.7220e-06 3.9668e-07 1.2784e-10 4.5346e-11 2.3964e+00 6.5027e-01
7.1532e+01 0.0000e+00 0.0000e+00 1.6641e-06 3.8347e-07 1.2368e-10 4.3890e-11 2.3509e+00 6.3800e-01
7.1622e+01 0.0000e+00 0.0000e+00 1.6083e-06 3.7071e-07 1.1966e-10 4.2470e-11 2.3063e+00 6.2597e-01
7.1712e+01 0.0000e+00 0.0000e+00 1.5543e-06 3.5838e-07 1.1577e-10 4.1106e-11 2.2625e+00 6.1417e-01
7.1802e+01 0.0000e+00 0.0000e+00 1.5022e-06 3.4647e-07 1.1202e-10 3.9779e-11 2.2195e+00 6.0260e-01
7.1892e+01 0.0000e+00 0.0000e+00 1.4518e-06 3.3496e-07 1.0839e-10 3.8499e-11 2.1774e+00 5.9125e-01
7.1982e+01 0.0000e+00 0.0000e+00 1.4032e-06 3.2383e-07 1.0487e-10 3.7266e-11 2.1361e+00 5.8012e-01
7.2072e+01 0.0000e+00 0.0000e+00 1.3562e-06 3.1308e-07 1.0148e-10 3.6071e-11 2.0956e+00 5.6921e-01
7.2162e+01 0.0000e+00 0.0000e+00 1.3108e-06 3.0269e-07 9.8191e-11 3.4906e-11 2.0559e+00 5.5850e-01
7.2252e+01 0.0000e+00 0.0000e+00 1.2670e-06 2.9265e-07 9.5015e-11 3.3790e-11 2.0169e+00 5.4801e-01
7.2342e+01 0.0000e+00 0.0000e+00 1.2246e-06 2.8295e-07 9.1940e-11 3.2704e-11 1.9787e+00 5.3771e-01
7.2432e+01 0.0000e+00 0.0000e+00 1.1837e-06 2.7358e-07 8.8976e-11 3.1657e-11 1.9412e+00 5.2761e-01
7.2523e+01 0.0000e+00 0.0000e+00 1.1441e-06 2.6452e-07 8.6097e-11 3.0651e-11 1.9044e+00 5.1771e-01
7.2613e+01 0.0000e+00 0.0000e+00 1.1059e-06 2.5576e-07 8.3322e-11 2.9666e-11 1.8684e+00 5.0800e-01
7.2703e+01 0.0000e+00 0.0000e+00 1.0690e-06 2.4730e-07 8.0642e-11 2.8723e-11 1.8330e+00 4.9847e-01
7.2793e+01 0.0000e+00 0.0000e+00 1.0334e-06 2.3912e-07 7.8039e-11 2.7802e-11 1.7983e+00 4.8913e-01
7.2883e+01 0.0000e+00 0.0000e+00 9.9890e-07 2.3121e-07 7.5525e-11 2.6913e-11 1.7643e+00 4.7997e-01
7.2973e+01 0.0000e+00 0.0000e+00 9.6561e-07 2.2357e-07 7.3099e-11 2.6056e-11 1.7309e+00 4.7098e-01
7.3063e+01 0.0000e+00 0.0000e+00 9.3344e-07 2.1619e-07 7.0752e-11 2.5222e-11 1.6982e+00 4.6217e-01
7.3153e+01 0.0000e+00 0.0000e+00 9.0236e-07 2.0905e-07 6.8477e-11 2.4422e-11 1.6661e+00 4.5352e-01
7.3243e+01 0.0000e+00 0.0000e+00 8.7233e-07 2.0216e-07 6.6274e-11 2.3645e-11 1.6346e+00 4.4505e-01
7.3333e+01 0.0000e+00 0.0000e+00 8.4331e-07 1.9549e-07 6.4153e-11 2.2892e-11 1.6038e+00 4.3673e-01
7.3423e+01 0.0000e+00 0.0000e+00 8.1527e-07 1.8904e-07 6.2095e-11 2.2163e-11 1.5735e+00 4.2857e-01
7.3514e+01 0.0000e+00 0.0000e+00 7.8818e-07 1.8282e-07 6.0102e-11 2.1458e-11 1.5438e+00 4.2057e-01
7.3604e+01 0.0000e+00 0.0000e+00 7.6200e-07 1.7679e-07 5.8183e-11 2.0778e-11 1.5147e+00 4.1273e-01
7.3694e+01 0.0000e+00 0.0000e+00 7.3670e-07 1.7097e-07 5.6320e-11 2.0123e-11 1.4861e+00 4.0503e-01
7.3784e+01 0.0000e+00 0.0000e+00 7.1225e-07 1.6535e-07 5.4522e-11 1.9483e-11 1.4581e+00 3.9748e-01
7.3874e+01 0.0000e+00 0.0000e+00 6.8863e-07 1.5991e-07 5.2772e-11 1.8868e-11 1.4306e+00 3.9007e-01
7.3964e+01 0.0000e+00 0.0000e+00 6.6580e-07 1.5465e-07 5.1090e-11 1.8269e-11 1.4037e+00 3.8281e-01
7.4054e+01 0.0000e+00 0.0000e+00 6.4374e-07 1.4957e-07 4.9464e-11 1.7686e-11 1.3772e+00 3.7568e-01
7.4144e+01 0.0000e+00 0.0000e+00 6.2241e-07 1.4466e-07 4.7879e-11 1.7129e-11 1.3513e+00 3.6870e-01
7.4234e+01 0.0000e+00 0.0000e+00 6.0181e-07 1.3991e-07 4.6361e-11 1.6588e-11 1.3259e+00 3.6184e-01
7.4324e+01 0.0000e+00 0.0000e+00 5.8189e-07 1.3532e-07 4.4884e-11 1.6063e-11 1.3009e+00 3.5512e-01
7.4414e+01 0.0000e+00 0.0000e+00 5.6265e-07 1.3088e-07 4.3456e-11 1.5554e-11 1.2765e+00 3.4852e-01
7.4505e+01 0.0000e+00 0.0000e+00 5.4405e-07 1.2659e-07 4.2070e-11 1.5063e-11 1.2525e+00 3.4205e-01
7.4595e+01 0.0000e+00 0.0000e+00 5.2607e-07 1.2244e-07 4.0734e-11 1.4588e-11 1.2289e+00 3.3570e-01
7.4685e+01 0.0000e+00 0.0000e+00 5.0869e-07 1.1843e-07 3.9440e-11 1.4130e-11 1.2059e+00 3.2948e-01
7.4775e+01 0.0000e+00 0.0000e+00 4.9190e-07 1.1456e-07 3.8187e-11 1.3689e-11 1.1832e+00 3.2337e-01
7.4865e+01 0.0000e+00 0.0000e+00 4.7567e-07 1.1081e-07 3.6977e-11 1.3255e-11 1.1610e+00 3.1738e-01
7.4955e+01 0.0000e+00 0.0000e+00 4.5998e-07 1.0718e-07 3.5800e-11 1.2839e-11 1.1392e+00 3.1150e-01
7.5045e+01 0.0000e+00 0.0000e+00 4.4482e-07 1.0368e-07 3.4675e-11 1.2441e-11 1.1179e+00 3.0573e-01
7.5135e+01 0.0000e+00 0.0000e+00 4.3016e-07 1.0029e-07 3.3574e-11 1.2050e-11 1.0969e+00 3.0008e-01
7.5225e+01 0.0000e+00 0.0000e+00 4.1599e-07 9.7015e-08 3.2507e-11 1.1666e-11 1.0764e+00 2.9453e-01
7.5315e+01 0.0000e+00 0.0000e+00 4.0230e-07 9.3847e-08 3.1483e-11 1.1301e-11 1.0562e+00 2.8908e-01
7.5405e+01 0.0000e+00 0.0000e+00 3.8906e-07 9.0785e-08 3.0484e-11 1.0953e-11 1.0364e+00 2.8374e-01
7.5495e+01 0.0000e+00 0.0000e+00 3.7626e-07 8.7824e-08 2.9529e-11 1.0604e-11 1.0170e+00 2.7851e-01
7.5586e+01 0.0000e+00 0.0000e+00 3.6389e-07 8.4960e-08 2.8599e-11 1.0273e-11 9.9802e-01 2.7337e-01
7.5676e+01 0.0000e+00 0.0000e+00 3.5194e-07 8.2191e-08 2.7694e-11 9.9496e-12 9.7936e-01 2.6832e-01
7.5766e+01 0.0000e+00 0.0000e+00 3.4038e-07 7.9514e-08 2.6824e-11 9.6448e-12 9.6106e-01 2.6338e-01
7.5856e+01 0.0000e+00 0.0000e+00 3.2920e-07 7.6925e-08 2.5980e-11 9.3385e-12 9.4310e-01 2.5853e-01
7.5946e+01 0.0000e+00 0.0000e+00 3.1840e-07 7.4422e-08 2.5162e-11 9.0507e-12 9.2550e-01 2.5376e-01
7.6036e+01 0.0000e+00 0.0000e+00 3.0796e-07 7.2001e-08 2.4370e-11 8.7715e-12 9.0822e-01 2.4909e-01
7.6126e+01 0.0000e+00 0.0000e+00 2.9786e-07 6.9660e-08 2.3603e-11 8.4908e-12 8.9128e-01 2.4451e-01
7.6216e+01 0.0000e+00 0.0000e+00 2.8810e-07 6.7396e-08 2.2864e-11 8.2289e-12 8.7466e-01 2.4001e-01
7.6306e+01 0.0000e+00 0.0000e+00 2.7866e-07 6.5206e-08 2.2140e-11 7.9758e-12 8.5836e-01 2.3560e-01
7.6396e+01 0.0000e+00 0.0000e+00 2.6954e-07 6.3089e-08 2.1444e-11 7.7214e-12 8.4237e-01 2.3128e-01
7.6486e+01 0.0000e+00 0.0000e+00 2.6072e-07 6.1041e-08 2.0774e-11 7.4860e-12 8.2668e-01 2.2703e-01
7.6577e+01 0.0000e+00 0.0000e+00 2.5219e-07 5.9061e-08 2.0122e-11 7.2495e-12 8.1129e-01 2.2286e-01
7.6667e+01 0.0000e+00 0.0000e+00 2.4395e-07 5.7146e-08 1.9496e-11 7.0321e-12 7.9620e-01 2.1878e-01
7.6757e+01 0.0000e+00 0.0000e+00 2.3598e-07 5.5294e-08 1.8888e-11 6.8137e-12 7.8139e-01 2.1477e-01
7.6847e+01 0.0000e+00 0.0000e+00 2.2827e-07 5.3502e-08 1.8298e-11 6.5942e-12 7.6687e-01 2.1083e-01
7.6937e+01 0.0000e+00 0.0000e+00 2.2082e-07 5.1770e-08 1.7725e-11 6.3942e-12 7.5262e-01 2.0697e-01
7.7027e+01 0.0000e+00 0.0000e+00 2.1361e-07 5.0094e-08 1.7170e-11 6.1931e-12 7.3864e-01 2.0318e-01
7.7117e+01 0.0000e+00 0.0000e+00 2.0664e-07 4.8473e-08 1.6633e-11 6.0014e-12 7.2493e-01 1.9946e-01
7.7207e+01 0.0000e+00 0.0000e+00 1.9991e-07 4.6906e-08 1.6113e-11 5.8190e-12 7.1148e-01 1.9582e-01
7.7297e+01 0.0000e+00 0.0000e+00 1.9339e-07 4.5389e-08 1.5612e-11 5.6358e-12 6.9828e-01 1.9224e-01
7.7387e+01 0.0000e+00 0.0000e+00 1.8709e-07 4.3923e-08 1.5130e-11 5.4620e-12 6.8534e-01 1.8873e-01
7.7477e+01 0.0000e+00 0.0000e+00 1.8100e-07 4.2504e-08 1.4655e-11 5.2978e-12 6.7264e-01 1.8528e-01
7.7568e+01 0.0000e+00 0.0000e+00 1.7511e-07 4.1132e-08 1.4199e-11 5.1328e-12 6.6018e-01 1.8190e-01
7.7658e+01 0.0000e+00 0.0000e+00 1.6941e-07 3.9805e-08 1.3761e-11 4.9774e-12 6.4796e-01 1.7858e-01
7.7748e+01 0.0000e+00 0.0000e+00 1.6391e-07 3.8521e-08 1.3332e-11 4.8212e-12 6.3598e-01 1.7533e-01
7.7838e+01 0.0000e+00 0.0000e+00 1.5858e-07 3.7279e-08 1.2921e-11 4.6748e-12 6.2421e-01 1.7213e-01
7.7928e+01 0.0000e+00 0.0000e+00 1.5343e-07 3.6078e-08 1.2520e-11 4.5277e-12 6.1268e-01 1.6900e-01
7.8018e+01 0.0000e+00 0.0000e+00 1.4845e-07 3.4916e-08 1.2126e-11 4.3904e-12 6.0136e-01 1.6592e-01
7.8108e+01 0.0000e+00 0.0000e+00 1.4363e-07 3.3792e-08 1.1753e-11 4.2525e-12 5.9025e-01 1.6290e-01
7.8198e+01 0.0000e+00 0.0000e+00 1.3897e-07 3.2704e-08 1.1387e-11 4.1245e-12 5.7935e-01 1.5994e-01
7.8288e+01 0.0000e+00 0.0000e+00 1.3446e-07 3.1652e-08 1.1042e-11 3.9958e-12 5.6867e-01 1.5704e-01
7.8378e+01 0.0000e+00 0.0000e+00 1.3011e-07 3.0635e-08 1.0694e-11 3.8772e-12 5.5818e-01 1.5418e-01
7.8468e+01 0.0000e+00 0.0000e+00 1.2589e-07 2.9650e-08 1.0367e-11 3.7580e-12 5.4789e-01 1.5138e-01
7.8559e+01 0.0000e+00 0.0000e+00 1.2181e-07 2.8697e-08 1.0048e-11 3.6382e-12 5.3780e-01 1.4864e-01
7.8649e+01 0.0000e+00 0.0000e+00 1.1787e-07 2.7776e-08 9.7385e-12 3.5286e-12 5.2789e-01 1.4594e-01
7.8739e+01 0.0000e+00 0.0000e+00 1.1406e-07 2.6884e-08 9.4384e-12 3.4184e-12 5.1818e-01 1.4330e-01
7.8829e+01 0.0000e+00 0.0000e+00 1.1037e-07 2.6022e-08 9.1475e-12 3.3185e-12 5.0864e-01 1.4070e-01
7.8919e+01 0.0000e+00 0.0000e+00 1.0680e-07 2.5188e-08 8.8661e-12 3.2181e-12 4.9929e-01 1.3815e-01
7.9009e+01 0.0000e+00 0.0000e+00 1.0335e-07 2.4380e-08 8.5941e-12 3.1172e-12 4.9012e-01 1.3565e-01
7.9099e+01 0.0000e+00 0.0000e+00 1.0001e-07 2.3599e-08 8.3208e-12 3.0267e-12 4.8111e-01 1.3320e-01
